away_name,away_abbr,home_name,home_abbr,week,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result,year,Unnamed: 0_x,Unnamed: 0_y,quality,importance,total_rating,elo_dif,qb_dif
Arizona Cardinals,crd,Los Angeles Rams,ram,10,0.0107142857142856,2.712301587301585,0.875,-0.9615079365079364,4.79007936507935,2.7015873015872955,0.6404761904761926,0.2420634920634918,-0.3702380952380792,2.5234126984126988,5.053968253968254,4.738095238095241,0.1996031746031745,48.52142857142857,46.04166666666674,-1.0900793650793652,53.31150793650795,-1.0845238095238097,10.45357142857143,-5.1603174603174615,-0.0732240437158467,-0.1233510591042352,1.0,2022,,,2,39,21,-56.061739804330045,111.05125045660688
Arizona Cardinals,crd,Los Angeles Rams,ram,6,-0.34758620689655173,-6.449655172413795,0.5379310344827587,-0.5462068965517242,-105.19310344827585,-12.238620689655168,-6.96689655172414,-0.04551724137931035,-110.72689655172411,0.4979310344827592,3.0937931034482773,-1.593103448275862,-0.3655172413793102,29.808275862068953,-396.3310344827587,-0.18344827586206902,-75.38482758620694,0.2124137931034482,4.030344827586205,-5.533793103448277,-0.5602787456445992,-0.06579681052748965,0.0,2023,646.9655172413793,803.48,2,39,21,-56.061739804330045,111.05125045660688
Los Angeles Chargers,sdg,San Francisco 49ers,sfo,10,0.2458333333333333,0.79326923076923,-0.8503205128205129,-0.3791666666666666,52.89711538461541,10.167307692307697,8.156410256410254,0.4512820512820514,50.317628205128216,-2.106730769230769,6.109615384615385,-3.293589743589745,0.0942307692307692,-20.155448717948715,-70.52435897435907,-0.4711538461538462,32.741666666666674,-0.6785256410256411,-12.914743589743589,-2.579487179487179,0.3691760138050042,-0.0537943262411347,0.0,2022,,,66,63,65,-91.26802127431984,58.62184762033385
Washington Commanders,was,Philadelphia Eagles,phi,10,-0.5714285714285714,-4.805439843175691,0.1203136486155354,0.8042146532712571,-33.27885322224944,6.469737809360449,2.6255819652046064,0.0879686351384463,-29.14334721881889,0.3077677039941191,2.345258515069837,-8.245037980887037,-1.763538348444009,-43.861308502817934,30.815486400392047,0.6831658907130609,-77.14016172506734,0.7407498162215144,14.579514824797847,4.1355060034305335,-0.4382384532760472,-0.1148768762796298,1.0,2022,,,65,32,49,-197.8491938064999,-95.98245228252482
Washington Commanders,was,Philadelphia Eagles,phi,4,-0.368421052631579,-2.8970251716247155,0.7185354691075515,1.0251716247139586,-8.26315789473685,5.556064073226544,1.3798627002288342,-0.1578947368421053,15.327231121281443,-0.4279176201372996,2.5331807780320332,-20.883295194508005,-1.331807780320366,-115.63386727688786,-472.1395881006863,3.1624713958810067,-123.8970251716247,2.0183066361556063,6.2517162471395835,23.590389016018303,-0.3771043771043771,-0.16739460542588325,0.0,2023,440.05263157894734,363.1304347826087,65,32,49,-197.8491938064999,-95.98245228252482
Tennessee Titans,oti,Green Bay Packers,gnb,11,0.6338426711941143,-2.8726655348047565,-1.1859083191850592,-0.3455008488964346,-70.97962648556876,-13.890209394453876,-8.553197509903793,-0.5090548953027729,-69.55744199207697,-0.263440860215054,-6.578381437464628,7.098471986417657,0.7770232031692135,26.247028862478786,-87.4767968307865,0.3024900962082628,-44.73259762308999,-0.464346349745331,2.6199773627617446,1.4221844934917949,0.3583333333333334,-0.0072154093893224,1.0,2022,,,67,31,49,102.43876860126989,-68.27602181625355
Chicago Bears,chi,Atlanta Falcons,atl,11,-0.11002886002886,-1.4502164502164518,0.4004329004329003,0.0463564213564213,-25.170364357864344,-1.8349567099567103,-1.8795995670995664,0.1446608946608947,-20.49476911976913,0.924963924963925,0.0575396825396836,2.784271284271284,0.0622294372294374,38.568813131313135,-0.6806457431457602,1.2322330447330447,13.398448773448765,0.1035353535353535,15.124278499278503,4.675595238095239,0.134453781512605,0.003481853089147,0.0,2022,,,12,16,14,-17.622548675140024,46.3045731598735
Cleveland Browns,cle,Buffalo Bills,buf,11,-0.28511952726296,-1.9204942250872925,-0.964679022293849,-0.6034112275047004,-109.16492076282567,-6.9386247649744845,-5.945474080042974,-1.3464947622884769,-107.72455009401024,0.8147998925597628,10.932178350792372,8.373892022562455,0.6529680365296804,33.18546870803115,92.15135643298412,-0.1587429492344885,-75.97945205479454,-1.2225355895782968,9.597770615095357,1.440370668815472,0.0912820512820513,-0.1992945728540882,0.0,2022,,,68,28,48,-199.12559734969,-139.3096175957356
Philadelphia Eagles,phi,Indianapolis Colts,clt,11,0.4923510466988728,4.3322440087146,-1.565359477124183,-0.9814814814814816,5.264705882352928,-9.419389978213507,-6.655773420479303,0.4498910675381264,-8.523965141612223,0.1350762527233113,-0.1764705882352935,10.724400871459691,1.9063180827886708,64.48910675381264,-19.655773420479363,-1.212418300653595,69.75381263616555,-1.4008714596949892,-2.389978213507625,-13.788671023965142,0.5198711063372717,0.0935400058175938,1.0,2022,,,78,85,82,100.50176243507008,69.72602579995672
Washington Commanders,was,Houston Texans,htx,11,0.2715138742536003,1.546030274945938,-0.0217794253938832,-0.1461229533518689,11.09360518999074,4.761662032746372,2.615848007414272,0.3239110287303057,12.3994439295644,0.6852023478529503,-0.8211306765523609,2.295180722891565,0.1047265987025022,3.3097003398208216,143.98316342292264,0.8506333024405315,14.40330552981152,-0.1706827309236946,18.352332406549277,1.30583873957368,-0.1939109403898136,0.0496931819256261,1.0,2022,,,5,22,14,138.18154962215,2.307389340854428
Los Angeles Rams,ram,New Orleans Saints,nor,11,0.0511904761904761,-1.6029761904761912,-0.5565476190476191,0.3357142857142856,-39.78035714285713,0.7226190476190482,2.399404761904762,-0.5154761904761906,-27.53452380952382,-3.298809523809523,-1.2053571428571423,-4.588095238095239,-0.2898809523809523,-58.96428571428571,9.320238095237984,1.761309523809524,-98.74464285714282,-0.0803571428571428,-25.45833333333333,12.245833333333332,0.1802525832376579,0.0411277180832103,0.0,2022,,,16,13,15,28.069077183420177,41.40161939067792
New York Jets,nyj,New England Patriots,nwe,11,0.0181818181818181,-0.0519480519480524,-0.1766233766233766,-0.1545454545454545,9.12207792207792,6.5337662337662366,0.5987012987013003,0.3220779220779222,12.181818181818189,0.035064935064935,4.002597402597402,-5.142857142857146,-0.1311688311688312,-7.202597402597391,-183.47402597402584,-0.0324675324675323,1.919480519480544,-0.2870129870129871,18.012987012987004,3.059740259740259,0.1408057439170323,-0.0455837243788977,0.0,2022,,,49,95,72,-55.16167461409009,-16.658349236915754
Detroit Lions,det,New York Giants,nyg,11,-0.5942376950780313,0.121548619447779,0.1515606242496998,0.5390156062424971,77.16056422569028,7.782112845138055,3.8961584633853543,0.8976590636254502,77.03421368547416,-0.7767106842737093,11.507202881152462,-8.890156062424968,-0.1770708283313327,-32.029411764705884,-244.53031212485007,-0.6035414165666269,45.13115246098442,0.6974789915966387,-6.126350540216087,-0.1263505402160856,0.1117658062102506,-0.0446167626942375,1.0,2022,,,20,36,28,-83.86789731075987,18.068142115210435
Carolina Panthers,car,Baltimore Ravens,rav,11,-0.2666666666666666,-5.804329004329004,0.4787878787878787,0.0471861471861471,-25.923809523809524,-2.7987012987013,-3.800432900432901,-1.0852813852813852,-23.366666666666674,1.1779220779220774,-0.9779220779220772,-2.146320346320344,0.1865800865800866,-41.84112554112557,-294.6567099567101,-0.3350649350649353,-67.76493506493506,0.0207792207792207,5.534632034632033,2.557142857142857,0.0988562091503267,-0.1239718978977584,0.0,2022,,,51,13,32,-168.64641802493998,-132.6565895607368
Las Vegas Raiders,rai,Denver Broncos,den,11,-0.2079051383399209,1.1268774703557334,-0.3343873517786562,-0.5984189723320158,-2.81304347826088,1.4565217391304373,3.421343873517785,0.7513833992094863,-9.840316205533613,-2.408300395256917,9.386561264822134,-7.030434782608694,-0.1221343873517786,-15.961264822134396,-96.7683794466402,-1.208300395256917,-18.774308300395266,-0.4466403162055335,-12.011857707509884,-7.027272727272727,0.0453592233009708,0.1186611797492736,1.0,2022,,,16,4,10,6.352100895149988,39.47511967517184
Dallas Cowboys,dal,Minnesota Vikings,min,11,-0.1382851683783138,-3.780988774779079,-0.2577024122283258,-0.2058753283974206,-47.01958442799142,-10.828516837831383,-7.283018867924529,0.0031048483401003,-54.574635777406286,0.6825889658466684,-5.739909242894676,4.067590160019105,-0.060902794363506,18.350847862431323,-225.4798184857893,-0.939574874611894,-28.668736565560096,-0.150943396226415,0.147122044423213,-7.555051349414857,0.0146889400921659,0.0078451448048339,1.0,2022,,,93,73,83,-28.193891245520035,12.812140168186914
Cincinnati Bengals,cin,Pittsburgh Steelers,pit,11,0.4236842105263158,4.487500000000001,-0.468421052631579,-0.1414473684210526,88.21184210526317,1.4973684210526272,3.5907894736842074,1.6072368421052632,92.29736842105264,-1.0532894736842104,-6.342763157894737,3.3664473684210527,0.5907894736842106,5.04276315789474,270.47302631578964,0.5361842105263159,93.25460526315794,-0.3342105263157893,-6.026973684210525,4.085526315789473,-0.3288749016522423,0.1835973575237584,1.0,2022,,,39,47,43,105.77674763396999,110.74326812993264
Kansas City Chiefs,kan,Los Angeles Chargers,sdg,11,0.1321961620469083,1.1876332622601282,0.9352345415778252,0.0309168443496802,9.5543710021322,-4.759328358208954,-3.193763326226012,0.7745202558635393,11.834488272921078,-0.002132196162047,-4.329957356076761,-2.1543176972281444,-0.3331556503198295,-1.574360341151376,-60.50692963752658,-0.1732409381663111,7.980010660980781,0.3033049040511726,3.1878997867803847,2.280117270788913,0.1149732620320856,0.0589067170681358,1.0,2022,,,83,85,84,217.35775390749018,97.30273991676088
San Francisco 49ers,sfo,Arizona Cardinals,crd,11,-0.0606779661016949,-0.6016949152542388,-0.3013559322033898,0.3128813559322033,7.072881355932196,-6.802711864406781,-5.981694915254238,-0.1606779661016948,-6.266779661016955,-0.0722033898305083,-8.805423728813562,2.8522033898305104,-0.0461016949152541,13.596271186440674,34.21220338983039,-1.094915254237288,20.6691525423729,0.8077966101694916,-0.0644067796610201,-13.339661016949153,-0.3085317460317459,0.1150464884608999,1.0,2022,,,46,64,55,102.35423701160016,6.032683663428827
Buffalo Bills,buf,Detroit Lions,det,12,0.2565826330532213,2.8453781512605048,0.7389355742296919,0.3871148459383753,62.28347338935575,5.2425770308123205,4.2694677871148485,0.458263305322129,61.121008403361344,0.2464985994397759,-11.563585434173673,-2.7142857142857157,-0.4072829131652662,1.960784313725469,77.22633053221284,0.4162464985994396,64.24425770308125,0.9529411764705882,1.5826330532212864,-1.162464985994399,0.0406584362139917,0.1597566028919437,1.0,2022,,,66,47,57,240.4552398517601,103.55765947571848
New York Giants,nyg,Dallas Cowboys,dal,12,-0.0063157894736841,1.8175438596491205,0.1164912280701755,-0.1178947368421052,-36.34456140350878,-1.3824561403508753,-0.6547368421052617,-0.6638596491228069,-32.188771929824554,0.4729824561403504,3.4435087719298263,4.943157894736846,-0.1824561403508773,23.620350877192976,279.5600000000002,0.9557894736842104,-12.7242105263158,0.023859649122807,7.999298245614035,4.1557894736842105,-0.1667493796526054,-0.0189468755738662,0.0,2022,,,77,40,59,-202.37963980863992,-51.65424655722799
New York Giants,nyg,Dallas Cowboys,dal,10,-0.41391941391941395,-7.428571428571427,-0.20879120879120872,0.22344322344322343,-60.87179487179489,-2.684981684981686,-3.1941391941391934,-0.945054945054945,-58.29304029304029,-1.2271062271062272,12.08058608058608,-10.293040293040292,0.271062271062271,-52.344322344322336,-367.95238095238074,1.8168498168498166,-113.2161172161172,0.16117216117216127,-10.487179487179482,2.5787545787545767,0.2608695652173913,-0.1721915285451197,0.0,2023,730.3142857142857,742.5,77,40,59,-202.37963980863992,-51.65424655722799
New England Patriots,nwe,Minnesota Vikings,min,12,-0.247451343836886,-4.831325301204821,0.3092369477911645,0.1858202038924929,-33.155390793945,-9.072752548656162,-4.373957367933272,-0.5106580166821131,-34.6564720420142,0.8296261970960765,-8.19987642879209,4.349706518381215,-0.5639481000926783,5.565956132221189,115.6998764287921,0.1163113994439295,-27.58943466172377,0.5512820512820513,2.5931417979610742,-1.5010812480692015,-0.2648809523809524,-0.0238371414113892,0.0,2022,,,69,61,65,-15.482585911130172,-39.581498627216035
Denver Broncos,den,Carolina Panthers,car,12,-0.0283783783783784,2.7603603603603606,0.0436936936936938,0.354954954954955,55.2563063063063,8.168918918918923,4.30990990990991,-0.3702702702702702,62.89954954954953,1.9238738738738728,-6.16936936936937,0.4409909909909899,-0.3747747747747748,-20.574774774774767,196.07792792792796,1.314864864864865,34.681531531531505,0.0675675675675675,3.572072072072075,7.643243243243242,0.0759999999999999,-0.0850519905274733,0.0,2022,,,16,3,10,-22.203075891110075,9.00761277521228
Tampa Bay Buccaneers,tam,Cleveland Browns,cle,12,0.2149122807017544,-3.114035087719298,-0.2675438596491227,-0.2192982456140351,45.41666666666666,7.372807017543863,4.938596491228072,-0.1052631578947369,43.44298245614036,-1.1008771929824563,-9.307017543859647,-6.921052631578949,-1.0043859649122806,-79.78508771929826,-164.1622807017543,-0.4736842105263157,-34.36842105263156,-0.3991228070175437,-1.8201754385964928,-1.973684210526315,-0.1200179802217561,-0.0171652272659355,0.0,2022,,,44,35,40,109.12629521811004,56.81730128225908
Baltimore Ravens,rav,Jacksonville Jaguars,jax,12,0.4217171717171717,-1.0252525252525224,-0.2979797979797979,-0.0517676767676767,-16.27525252525251,-4.493686868686865,-2.882575757575758,0.6906565656565655,-15.3901515151515,-0.2361111111111107,1.9002525252525224,1.83080808080808,-0.1148989898989898,26.720959595959584,78.13257575757575,0.7196969696969695,10.445707070707044,-0.3207070707070708,10.19318181818182,0.8851010101010104,-0.0378654970760233,0.0118961121905099,0.0,2022,,,52,15,34,215.31749850318988,38.29946310478664
Houston Texans,htx,Miami Dolphins,mia,12,-0.5116716867469879,-4.922379032258064,0.164986559139785,0.4233870967741936,-106.81350806451616,-3.427755376344084,-4.102486559139788,-1.006720430107527,-98.2738575268817,-1.262432795698925,-2.605174731182796,0.3746639784946239,-0.3387096774193548,5.109206989247312,-52.4032258064517,0.8981854838709675,-101.7043010752688,0.3252688172043012,-13.282930107526887,8.53965053763441,0.2539154539154539,-0.1431148832780641,0.0,2022,,,19,4,12,-231.82136066093994,-109.10613494273295
Chicago Bears,chi,New York Jets,nyj,12,-0.361764705882353,0.9981092436974812,0.6092436974789917,-0.0118697478991596,-81.06218487394958,-14.161659663865546,-7.65892857142857,0.0621848739495798,-78.2454831932773,-0.3730042016806729,5.648004201680671,12.411239495798323,0.3205882352941176,89.55871848739494,136.20378151260525,1.178361344537815,8.496533613445422,0.0066176470588235,-9.698319327731092,2.8167016806722707,-0.1035386631716906,0.1100876874258169,0.0,2022,,,10,20,15,-61.114391702130206,64.57278890510578
Cincinnati Bengals,cin,Tennessee Titans,oti,12,-0.1531467284720984,6.232840078445356,0.1297914066678551,0.2708147619896594,109.26867534319844,13.594045284364412,9.8215368158317,0.7504011410233551,110.98199322517382,-0.5041896951328226,2.9361740060616874,-3.289356391513639,0.2376537707256196,-20.62916740952041,259.9536459261901,0.6983419504367983,88.63950793367798,0.2280263861650919,-6.489392048493492,1.7133178819753994,-0.3189493433395872,0.113654252909955,1.0,2022,,,89,47,68,-30.777476786829993,77.81462027542173
Cincinnati Bengals,cin,Tennessee Titans,oti,4,-0.22142857142857142,-0.757142857142858,-0.42857142857142855,-0.44285714285714284,4.971428571428561,9.214285714285712,4.721428571428573,0.6714285714285715,-16.735714285714266,-2.5428571428571427,2.3357142857142854,-4.300000000000001,-0.47857142857142854,-9.549999999999997,-159.74285714285725,-2.8357142857142854,-4.578571428571422,-0.44285714285714284,-34.32142857142857,-21.70714285714286,-0.125,0.13916967708436903,0.0,2023,257.42857142857144,423.1714285714286,89,47,68,-30.777476786829993,77.81462027542173
Atlanta Falcons,atl,Washington Commanders,was,12,-0.0439999999999999,0.2375454545454545,0.3899090909090907,-0.2716363636363637,-51.7021818181818,-12.13718181818182,-7.275545454545453,-0.2377272727272728,-55.16963636363639,-1.6876363636363632,4.512181818181816,5.28590909090909,0.4890909090909091,46.150272727272736,-143.57918181818172,-0.8071818181818182,-5.551909090909078,0.2939090909090909,-20.565,-3.467454545454548,0.0089285714285713,0.0702191382006668,0.0,2022,,,22,87,55,-51.909240098650116,23.764782147574692
Los Angeles Chargers,sdg,Arizona Cardinals,crd,12,0.1318840579710144,-0.081159420289854,-1.098550724637681,-0.0268115942028985,55.83623188405798,2.93260869565217,1.789855072463766,0.3514492753623188,40.51159420289852,-2.2043478260869565,-2.697826086956521,-1.033333333333335,-0.0246376811594203,-8.345652173913052,-58.38333333333321,-1.3811594202898552,47.490579710144914,0.1659420289855073,-14.34057971014493,-15.32463768115942,0.0361145703611456,0.0579278350515464,1.0,2022,,,30,36,33,5.41691846955996,-6.6861016351572005
Las Vegas Raiders,rai,Seattle Seahawks,sea,12,-0.1877209900353584,-1.1317904210864675,-0.3339762134361941,0.0835744133719061,-7.837351333976187,6.264223722275798,0.7569913211186119,-0.3719061395049823,-12.253294760527185,-1.6968820315011257,-4.386370941819351,-2.733526197364192,-0.5525554484088718,-32.61009321761492,128.0575377692062,-0.1054323368691738,-40.447444551591104,-0.5499839279974286,-9.8129218900675,-4.415943426550946,-0.0135614116196639,-0.0707058206191894,1.0,2022,,,39,28,34,-117.55301526122003,-31.4976074379166
Los Angeles Rams,ram,Kansas City Chiefs,kan,12,-0.4083484573502722,-3.8917120387174826,-0.8121597096188747,0.7126436781609194,-78.64186327888686,-2.346339987900791,-0.7940108892921991,-1.2183908045977014,-58.674228675136135,-0.1282516636418629,2.977616454930427,-0.2132486388384755,0.0278281911675741,-24.921052631578945,58.41197822141544,2.7725347852389595,-103.5629159104658,0.3575317604355716,0.7631578947368425,19.96763460375076,-0.0941176470588236,-0.0207935309014973,0.0,2022,,,28,5,17,-245.02421828252,-296.34089757917104
New Orleans Saints,nor,San Francisco 49ers,sfo,12,-0.0149638802889576,-0.4747162022703826,-0.0577915376676987,0.2275541795665635,24.68421052631581,2.9927760577915343,2.8384932920536627,0.4912280701754385,32.81114551083593,0.3648090815273477,5.514447884416924,-3.2089783281733766,0.0170278637770898,-4.910216718266241,-91.83384932920536,0.5980392156862744,19.77399380804951,0.2678018575851393,9.987100103199175,8.126934984520123,0.2075702075702075,-0.0480845626919195,0.0,2022,,,59,32,46,-146.78996907143005,-47.559084525979316
Green Bay Packers,gnb,Philadelphia Eagles,phi,12,-0.8004048582995952,-4.091497975708503,0.4200404858299595,0.3856275303643725,-5.877732793522256,8.752226720647773,4.242307692307691,0.2402834008097165,-5.929959514170065,0.3795546558704448,4.532793522267205,-11.458299595141696,-1.8356275303643723,-53.64311740890689,-19.48886639676107,-0.8216599190283398,-59.52085020242913,0.3273279352226721,1.5074898785425148,-0.0522267206477735,-0.5272449869224063,-0.0530934762949232,0.0,2022,,,68,43,56,-121.62392579550988,-19.455926398083477
Pittsburgh Steelers,pit,Indianapolis Colts,clt,12,-0.147736577377471,0.3488644844866186,-1.1228275935600809,-0.2699648150122615,-22.828020044780885,-1.6217080712229477,-2.843586736325836,-0.4103849024416248,-36.17859046806694,0.254931229342147,6.096278920993708,0.4968546753385219,0.3551551338095746,10.523936453779726,-72.86981554536737,-1.1780573621921318,-12.304083591001188,-0.4470625866297046,-5.042968333511034,-13.350570423286063,0.3294151376146789,-0.0204152110875173,1.0,2022,,,25,10,18,-36.95204211701002,-22.473044110902322
Las Vegas Raiders,rai,Los Angeles Rams,ram,14,0.08727548697192,1.829749557298257,0.0306096635466733,-0.7718188717429799,42.70351631672148,3.452567670123962,0.4525676701239547,0.3991904882367822,28.52643561851758,1.8694662281811285,-0.4766000505944845,-1.1009359979762223,-0.0235264356185176,22.33088793321528,31.906653174803974,-1.8269668606121932,65.03440424993676,-0.860865165696939,11.551226916266131,-14.177080698203897,-0.0315823658358366,-0.0729198154081776,0.0,2022,,,12,10,11,50.907678257050065,107.21685396062091
New York Jets,nyj,Buffalo Bills,buf,14,-0.154840848806366,-6.142572944297079,-0.3998673740053051,-0.1233421750663129,-47.14489389920425,-0.9751326259946964,-3.3302387267904514,-0.817970822281167,-41.25928381962868,-0.2844827586206895,2.099801061007959,-2.170755968169761,-0.06631299734748,-26.33919098143238,-140.4038461538462,0.0477453580901858,-73.4840848806366,-0.585212201591512,8.44794429708223,5.8856100795755975,-0.029047619047619,-0.2288631312507716,0.0,2022,,,80,62,71,-216.38879267980997,-167.55699690064998
New York Jets,nyj,Buffalo Bills,buf,11,-0.4051851851851852,-9.095555555555556,1.0503703703703704,0.3029629629629629,-128.75037037037038,-1.0118518518518513,-6.896296296296299,-2.1525925925925926,-109.50814814814817,-0.7207407407407409,3.4014814814814827,-4.888888888888889,-1.0696296296296295,-23.57777777777777,-232.0155555555557,2.156296296296296,-152.32814814814816,0.5911111111111111,-13.880740740740741,19.24222222222222,-0.04705882352941171,-0.30382848392036754,0.0,2023,766.2857142857143,785.8163265306123,80,62,71,-216.38879267980997,-167.55699690064998
Cleveland Browns,cle,Cincinnati Bengals,cin,14,-0.3750701852891634,-1.2866768268228128,0.2929333440282344,0.0305606801957166,-81.35750381005857,-4.364241597818243,-5.256276570145182,-1.04780620839015,-86.44373145103071,0.8088553781984444,6.455362156092082,4.3949627015320445,0.1852891633913531,53.25836207588032,-82.41325098259404,-0.9704018609128098,-28.099141734178204,0.335926846875752,7.005775246651162,-5.086227640972169,0.3569627346595685,-0.1276642587784787,0.0,2022,,,84,69,77,-123.56846131139991,-23.11548726592474
Houston Texans,htx,Dallas Cowboys,dal,14,-0.7765072765072765,-4.53579895685159,0.5542911332385015,0.5488383119962067,-36.60478899952585,3.7837837837837824,0.6901375059269803,-0.5791844476055001,-22.738501659554288,-2.4985775248933138,6.863916548127072,-9.609293504030347,-1.2925557136083452,-51.88975817923186,-29.19250829777161,1.6078710289236606,-88.49454717875773,0.7577050734945472,-17.481744902797537,13.86628733997155,0.2408216783216784,-0.2341141888394489,0.0,2022,,,27,2,15,-358.89354423635996,-114.74818008345251
Minnesota Vikings,min,Detroit Lions,det,14,0.5547747874358795,0.3890099079474396,-0.4687653713723561,0.1240250158105543,2.398917855386145,4.355069917785123,3.4745274400955672,-0.1236736701567,8.658000140538263,0.0621881807322042,-3.7782306232871896,-2.5217482959735804,0.0088539104771274,-20.147424636357243,80.24081231115179,0.6465462722226127,-17.74850678097107,-0.2814278687372638,1.4796570866418364,6.259082285152134,0.0881922145231254,0.011395578080684,0.0,2022,,,59,32,46,148.42638985767985,-13.77601662190446
Philadelphia Eagles,phi,New York Giants,nyg,14,0.2755555555555555,1.9773737373737357,0.4468686868686869,-0.1494949494949495,56.79151515151514,1.2096969696969673,1.008080808080809,0.7042424242424242,57.11474747474748,0.0589898989898989,-2.284040404040404,0.8856565656565678,0.7131313131313133,2.798787878787863,-10.74101010101026,0.0210101010101007,59.590303030303005,-0.0404040404040404,-5.61454545454545,0.3232323232323217,0.4406827880512091,0.0414284547695366,1.0,2022,,,75,86,81,198.61443869187997,87.51904793050747
Jacksonville Jaguars,jax,Tennessee Titans,oti,14,-0.4126625211984172,4.285848878839268,0.4283964575089505,0.1813642359148295,31.01667608818542,9.174392312040702,5.494629734313172,0.0651026945543622,25.05652911249294,-0.3095911060863008,4.107499528924063,-2.614659883173168,0.0543621631807047,12.8831731675146,15.267571132466628,-0.7322404371584699,43.89984925570002,0.5250612398718673,-8.458451102317696,-5.960146975692481,0.0130236596483611,-0.0087460039809397,1.0,2022,,,38,11,25,-204.39463330085005,19.507405583840438
Baltimore Ravens,rav,Pittsburgh Steelers,pit,14,0.2353741496598639,1.7210884353741491,-0.2532879818594105,-0.0077097505668933,1.4043083900226918,-4.619501133786848,-2.2031746031746025,1.032199546485261,-1.412698412698404,-1.129931972789116,-2.6160997732426274,4.10249433106576,0.3154195011337869,54.16802721088436,117.47482993197264,0.0809523809523811,55.572335600907024,0.034920634920635,5.459410430839007,-2.817006802721089,-0.03125,0.0617312356405935,1.0,2022,,,26,60,43,97.52665239726002,-63.80212358150961
Baltimore Ravens,rav,Pittsburgh Steelers,pit,5,0.630965005302227,6.564156945917286,0.9300106044538706,-1.0848356309650053,20.214209968186623,-9.474019088016966,-3.6023329798515356,0.43160127253446445,8.73488865323435,2.7062566277836693,-13.404029692470836,15.742311770943797,1.9024390243902438,73.50265111346766,361.7889713679747,-1.1018027571580062,93.71686108165429,-0.25026511134676555,26.335100742311774,-11.47932131495228,0.32253711201079627,0.11088233011717835,0.0,2023,547.1951219512196,566.2173913043479,26,60,43,97.52665239726002,-63.80212358150961
Kansas City Chiefs,kan,Denver Broncos,den,14,0.434469696969697,5.579545454545453,0.2837121212121212,-0.1939393939393939,77.76893939393938,2.624242424242425,4.723484848484848,1.7761363636363638,64.78409090909093,-2.742045454545454,4.820833333333333,-2.71590909090909,0.1469696969696969,0.275378787878779,-5.231439393939581,-2.2196969696969697,78.0443181818182,0.193939393939394,-16.868939393939392,-12.984848484848484,0.2240235814296242,0.2370331018606357,1.0,2022,,,60,28,44,331.14576335623997,189.83502979184402
Kansas City Chiefs,kan,Denver Broncos,den,8,0.23423423423423423,2.15939015939016,0.11365211365211358,0.6451836451836452,35.25017325017325,6.909909909909906,3.1538461538461533,0.004158004158004047,25.14899514899517,-0.9847539847539846,-22.69369369369369,4.0658350658350635,0.2487872487872488,6.443520443520441,200.49826749826752,-1.5862785862785862,41.69369369369372,0.21275121275121278,1.4476784476784417,-10.1011781011781,0.15958815958815964,0.019483101391650104,0.0,2023,414.51428571428573,724.0540540540541,60,28,44,331.14576335623997,189.83502979184402
Carolina Panthers,car,Seattle Seahawks,sea,14,-0.0147849462365591,-5.139784946236558,0.2123655913978495,0.1232078853046595,-81.92114695340504,-5.676075268817208,-7.894713261648746,-0.9731182795698924,-88.0864695340502,-1.423387096774194,-7.836917562724015,5.694444444444443,0.0412186379928314,14.379032258064512,39.18862007168468,-0.5470430107526882,-67.5421146953405,-0.3140681003584229,-4.232974910394269,-6.165322580645162,-0.0379057095475006,-0.1143698568710385,1.0,2022,,,39,50,45,-113.46038702095007,-90.95115782919245
Carolina Panthers,car,Seattle Seahawks,sea,3,-0.8,-5.7058823529411775,1.8823529411764706,1.7647058823529411,-139.38823529411766,-0.588235294117645,-8.564705882352943,-0.8,-137.97647058823532,0.0470588235294116,-7.270588235294117,6.8705882352941146,-1.6,65.04705882352943,171.85882352941167,1.035294117647059,-74.34117647058821,2.764705882352941,-12.647058823529413,1.4117647058823515,-0.9375,-0.06635484382432222,0.0,2023,143.64705882352942,360.8666666666667,39,50,45,-113.46038702095007,-90.95115782919245
Tampa Bay Buccaneers,tam,San Francisco 49ers,sfo,14,-0.0476099790516092,-1.3361264521043594,-0.7495715101885355,-0.5555132355741763,32.891830127594744,8.944201104551517,5.988764044943821,-0.181870119977147,34.080556084555326,-0.8402209103027998,0.6892020567510961,-5.496286421633975,-0.3808798324128737,-47.485812226242615,-171.96476861550195,-0.2064368691677776,-14.59398209864787,-0.8065130451342603,-0.8228908779280175,1.188725956960578,0.2150704561738715,-0.0804223712931374,0.0,2022,,,48,51,50,-92.52367535126996,218.3009400759409
